id	text
90736	Trixi canceled a rush order for pickaxes. Find out why!
90756	Find out why Trixi at the Singing Crystal Mines in Snowhill canceled her rush order of pickaxes.
90758	Find out why Trixi canceled her rush order of pickaxes!
90790	Looks like Therin hired a warrior named <font color='#D9781A'>Brody Sparfist</font> to clear out the bats. I hope he can get the miners working again.<BR><BR>I've got an idea. I'll teach you how to <font color='#D9781A'>make</font> a <font color='#D9781A'>Valiant Guardian Cudgel</font> if you make it for him! Deal?
90792	Make a Cudgel for Brody Sparfist
90793	Ooh man, that is a nice cudgel! But... I tried to explain to Therin that I'm afraid of bats!<BR><BR>He wouldn't let me say a single word though...
91114	Seek out Michi
91115	Seek out Michi in Snowhill.
91123	As a Blacksmith, forge and deliver a Valiant Guardian Cudgel to Brody Sparfist using the anvil just outside Singing Crystal Mines.
91237	Bring the completed Valiant Guardian Cudgel to Brody Sparfist outside the Singing Crystal Mines
91238	Speak With Brody Sparfist
91271	Talk to Drill Sergeant Dewey
91276	Return to Drill Sergeant Dewey in Snowhill
91278	Hrmm... My results show that Misty Mountain isn't the source of the contamination at all.<BR><BR>It looks like the problem is coming from a small, <font color='#D9781A'>icy area in Snowhill</font>.<BR><BR>It's time for you to bundle up and <font color='#D9781A'>investigate</font>!
91279	The Smell's in Snowhill
91280	Embir has determined that Misty Mountain is not the cause of the contamination, but that it appears to be coming from an icy area within Snowhill and she wants you to stop who or what ever is responsible.
91286	The smell seems to be coming from an icy area within Snowhill.
91288	Let Embir know that Little J's fishing bait is causing the smell, and that he promises to start using something else.
91302	Find the Blacksmith Derp Axemaker at Dartmoor, southwest of Snowhill.
91303	Please travel to Snowhill and see if you can find out who or what is putting the stinklesprout in the water.
91305	Find and speak with Derp Axemaker, at Dartmoor, southwest of Snowhill.
91334	Return to Michi in Snowhill
91335	Inform Michi of your success.
91368	Speak to Annabelle
91419	Little Jimmy
91426	Search within Tanglewood Fort to find Little Jimmy.
91542	Tilda has asked you to do a bit of traveling and get some of her overdue books back from Rourke Ironfist in Lakeshore, Murphy in Snowhill, and Anura in Sanctuary.
91559	Get a book from Murphy in Snowhill
91560	Retrieve the overdue book from Murphy in Snowhill.
91660	Tanda T. Toes
91714	Return to Morninglory in Snowhill
91716	Now that you have some experience, you're ready for initiation!<BR><BR><font color='#D9781A'>Go see Morninglory</font>. She's gathering recruits near the <font color='#D9781A'>Hot Springs Haven</font>, northwest of here.
91729	Return to Steele
91737	You should really find <font color='#D9781A'>Morninglory</font> as soon as possible. The warrior initiation rites could start any minute! Just head <font color='#D9781A'>north west</font> until you reach the <font color='#D9781A'>Hot Springs Haven</font> to find her.
91753	We had a teeny tiny accident while practicing spells, and now Keldon is encased in ice.<BR><BR>I don't know the spell to unfreeze him. Maybe warm water will do the trick?<BR><BR>Will you please go to <font color='#D9781A'>Snowhill Hot Springs</font> and grab a bucket of steaming <font color='#D9781A'>water</font>?
91755	Suni had a magic mishap and accidentally froze her friend Keldon in a block of ice. Get a bucket of hot water from the hot springs in Snowhill to unfreeze him.
91762	Grab a bucket of water from the hot springs at Snowhill.
91769	Please hurry and get a bucket of hot water from the springs in Snowhill. We must unfreeze poor Keldon. I am just happy I wasn't practicing a fire spell!
91822	Get some enriched soil from the cow's pen outside of Snowhill.
91845	That fertilizer won't make itself. I need you to harvest 5 rainleaf, 5 chugaroot, and get me an enriched soil sample from the cow pen outside of Snowhill. I will be waiting here for you.
91959	Big Jack-O-Lantern
92107	[*player*] made smelting look easy, while repairing the old miner gear with Smitty.
92108	Learning about gems is a grand adventure, but learning about gems from the great gemologist, Sorin, is an honor. He's asked for [*player*] by name!
92149	With the news you bring of their presence in Snowhill, I see the true extent of my failure and know that action must be taken.  Will you continue down this path with me?
92208	The Ice Wolves have been causing trouble for the citizens of Snowhill!  Knock a few out to try and scare off the back, and bring back some collars as proof!
92211	Knock out some Ice Wolves in Snowhill and bring back some collars as proof!
92257	#Cap([*player*]) has uncovered an ancient text that details the heroic adventures of the legendary Warrior, Fastvi Frostflutter.
92271	I know I should be in school right now. Normally I would never ask anyone to lie for me, honest! But Bruce is playing a show in Snowhill today that I simply cannot miss. <BR><BR>Could you <font color='#D9781A'>find my teacher, Tilda</font>, and <font color='#D9781A'>tell her I'm too sick to come to class</font> today?
92273	Milla wants to play hookey from school so she can see Bruce perform in Snowhill. She has asked you to tell her teacher, Tilda that she is too sick to come to school.
92286	Please hurry, Bruce's show will be starting soon. Please tell my teacher, Tilda Timidleaf that I am sick and can't come to class today.
92320	Really? I can go? Woohoo! I can't wait to see Bruce play! He's SUPER dreamy!
92345	Please get some food from Glerga to make your tummy upset and then see if Doctor Gordon will give you a doctor's note. If I miss Bruce's concert, I don't know what I'll do! Bruce is so dreamy!
92415	Ever since Michi came to town, my husband Nestor has decided that he's a ninja!  He doesn't even answer to Nestor anymore.  He wants to be called 'Nenjai'.
92428	You don't happen to have a bag of Pickled Onion Crisps on you, do you? The food around here is leafy and tasteless.<BR><BR>It's been so long since I've had a mouthwatering <font color='#D9781A'>sandwich</font> from <font color='#D9781A'>Lucca's</font> in <font color='#D9781A'>Snowhill</font>. I'd be willing to pay double what it's worth if you <font color='#D9781A'>grab me one</font>.
92430	Leek is tired of all the healthy food in Shrouded Glade and wants you to go get a sandwich for him from Lucca De'Flor in Snowhill.
92437	Visit Lucca in Snowhill
92438	Grab a savory sandwich from Lucca De'Flor in Snowhill, west of Shrouded Glade.
92443	This game is fun, but this guy takes too long between rounds!<BR><BR>This is an easy game too! The hardest one is over by Valinda at the Penguin Training Institute.
92445	I can't stop thinking about that sandwich. Please get me one from Lucca in Snowhill!
92472	Pass along Annabelle's message to Nenjai: his dinner is getting cold!
92485	Look around Snowhill for the missing buckets of fish.
92492	Look around Snowhill for the missing buckets of fish. 
92500	Trained snow wolves and their ice troll masters threaten Snowhill! Defeat their leader, Snognosh!
92558	Since I came to study at the academy, the only contact I've had with my friends from Snowhill is through letters.<BR><BR>The postmen here are kind of slow. Would you <font color='#D9781A'>take my friend a letter</font> for me? Her name and address may be hard to read. My writing is kind of sloppy.
92565	Darbin's friend lives in Snowhill, but his writing is so sloppy that you may never be able to tell who the letter was intended for.
92578	Jonathon Forkpath
92601	Look for Big J's lost worms around Snowhill.
92613	Return the worms to Big J
92629	Big J wants to know if the fishing hole has frozen over. Check it out for him and bring back a fish if you can. 
92632	Make sure that the Snowhill fishing hole has not frozen over.
92637	Return to Big J
92764	Battle Master Card Duelist Garrison Gold and his Trick Deck. Be the first to score 12 points to win the match and an Anesthesia trick card from Garrison's deck!
92765	Battle Master Card Duelist Garrison Gold and his Creature Deck. Be the first to score 12 points to win the match and a Raven Companion creature card from Garrison's deck!  Garrison doesn't like losing, so he will start with Raven Companion in play to improve his chances of winning.
92766	Battle Master Card Duelist Garrison Gold and his Resource Deck. Be the first to score 12 points to win the match and a Reflex Hammer resource card from Garrison's deck!  Garrison doesn't like losing, so he will start with Raven Companion and Reflex Hammer in play to improve his chances of winning.
92767	Battle Master Card Duelist Garrison Gold and his Tournament Deck. Be the first to score 12 points to win the match and one of Garrison's Hero cards!
93003	[*player*], I'm glad you're here! My brother's gone missing! I haven't seen <font color='#D9781A'>Little J</font> since I sent him to fetch supplies. He should have been back by now.<BR><BR>You'll help <font color='#D9781A'>find him</font>, won't you?
93004	Little J is Missing!
93005	Help Big J find his little brother, Little J.
93018	Find Little J
93022	Return to Little J
93023	Give the recovered supplies to Little J
93028	Little J couldn't have gone far! Please find him for me!
93037	Gather reports from various Snowhill citizens for the mayor.
93040	Gather reports from various citizens in Snowhill for the mayor. 
93045	Report from Flynn
93101	DemoDriver Q8 - Snowhill - DCronkhite
93117	Snowhill is near. They may cause trouble.
93126	Brrrr, I swear it's colder up here than it is down in Snowhill. So cold in fact that I didn't want to take my gloves off to fill out my report!<BR><BR>Tell you what. If you bring me a cup of piping hot chocolate from Carrie's juice bar, that might warm me up enough to fill out my report. Sound like a deal?
93168	Report from Therin
93195	[*player*], we're all so proud of everything you've done to help out the town of Snowhill!<BR><BR>As a token of my appreciation, I'd like to reward you the <font color='#D9781A'>Key to the City</font>!<BR><BR>Go ahead and <font color='#D9781A'>find</font> our local Blacksmith, <font color='#D9781A'>Smitty</font>. His forge is near Singing Crystal Mines. He should be finished polishing it up for you by now!
93202	The mayor would like to reward you with the key to the city of Snowhill.
93214	Deliver Snowi's fliers to various Snowhill citizens.
93219	Hand out some of the fliers that are next to Snowi in Snowhill.
93221	Snowhill - Show Promoter 2 - jsanchez
93222	Deliver a flier to Steele
93224	Deliver a flier to Tevin
93226	Deliver a flier to Downey
93228	Deliver a flier to Mr. Twinkle
93230	Deliver a flier to Loryn
93232	Deliver a flier to Annabelle
93234	Promote Bruce's show by quickly delivering all of the fliers before time runs out!
93240	Return to Snowi
93245	Show off your music talent for Snowi.
93248	Show off your music talent for Snowi in Snowhill.
93251	Return to Snowi 
93357	They used to call me &quot;Defender of Snowhill&quot;.<BR><BR>I was a fighter, like you, but I'm too old for that now.<BR><BR>I'll give you a few of my old medals if you'll <font color='#D9781A'>defend Snowhill</font> from the <font color='#D9781A'>wolves</font>.
93359	Keep Snowhill safe from wandering wolves.
93362	Keep Snowhill safe by defeating wandering wolves!
93365	Return to Jonathon Forkpath
93373	I swore I saw some <font color='#D9781A'>yeti wandering about nearby! Next thing you know they'll be raiding Snowhill. I need you to teach them a lesson at once!<BR><BR>[off until we have wandering yeti]
93378	Snowhill - The Yeti Menace - jsanchez
93624	Speak to Smitty
93741	I'd like to send you to see Michi, but it would be best if you were more experienced first.  Attain level 15 and then come see me again.
93922	I'm trying to find the next big talent before my sister, Snowi, does. I think <font color='#D9781A'>Electra Dozen</font> has what it takes to be the next big star. <BR><BR>Will you <font color='#D9781A'>ask her to apply</font> for the talent show for me? 
93969	Traveling to the frosty peaks of Snowhill, [*player*] met up with Michi.
94037	Snowhill Complete
94087	Thank you for coming. It's not a pretty sight up there in Snowhill with the spirit of Fastvi missing. Who's going to protect the snowy villages now?
94098	Something has happened in Snowhill. Speak to Sir Whittington in Sanctuary for further details.
94100	Buy a Blue Singing Crystal from Therin.
94101	Dwarves love the singing crystals found in Snowhill.
94102	Return to Fastvi in Snowhill
94140	From the Snowhill stage to the Snowhill hot springs, there's never a dull moment at Snowhill.  See what's going on at these locations.
94141	Snowhill Stage
94549	Talk to Snowi
94550	Sandi has asked you to deliver a letter to Snowi in Snowhill.
94551	Can you <font color='#D9781A'>deliver this letter</font> to my sister <font color='#D9781A'>Snowi</font> in <font color='#D9781A'>Snowhill</font>? <BR><BR>We're competing to find the next big talent and I want to know what's up her sleeve. 
94553	Sandi has asked you to deliver a letter to her sister, Snowi in Snowhill.
94554	Ha! My sis is good, but she can't compete with me! Just listen to Bruce, he's awesome!<BR><BR>I'll make sure to write back, thanks for the delivery!
94555	Have you delivered my letter to my sister, Snowi yet? You can find her in Snowhill.
95116	Confronting Trixi may be an easy task for [*player*], but getting rid of miner terrorizing bats might be another story.
95117	#Cap([*player*]) may be able to make quite the warrior weapon, but it wont help Brody Sparfist with his bat phobia.
96176	Ernie's Blue Ring
96177	Ernie's Green Ring
96178	Ernie's Grape Ring
96179	Ernie's Yellow Ring
96180	Ernie's Mustard Ring
96181	Ernie's Orange Ring
96296	Ernie's Blue Necklace
96297	Ernie's Green Necklace
96298	Ernie's Grape Necklace
96299	Ernie's Yellow Necklace
96300	Ernie's Mustard Necklace
96301	Ernie's Orange Necklace
100058	Hmm. I don't have as much money as I thought. I can't purchase your goods. <BR><BR>I know someone else that may want them though. <font color='#D9781A'>Check with Sorin</font> in the <font color='#D9781A'>Singing Crystal Mines</font> in <font color='#D9781A'
100068	Unfortunately, Andrew doesn't have enough money to buy your silver dust, however he knows someone named Sorin in the Singing Crystal Mines in Snowhill that might be interested.
100073	Sorin at the Singing Crystal Mines in Snowhill might be interested in buying your silver dust.
100076	Talk to Sorin
100078	I am really sorry for all the trouble. Like I said though, Sorin might be able to purchase your silver dust. He is in the Singing Crystal Mines in Snowhill to the north. Go pay him a visit.
100171	Sandi and her sister Snowi are competing to see who can discover the next big talent. She challenges you to try your skills by giving a free performance right here on the boardwalk. 
100203	Mayor Crystalline in Snowhill wishes to speak with you.
100206	Use your Pummel ability to defeat Ice Trolls in Snowhill's Snowy Canyon.
100226	Gain the trust of Sampson Idlefist south of Snowhill  
100269	[*Player*] has gained the trust of the fraudulent brawler Sampson.
100305	Sampson Idlefist in Sanctuary wants you to collect his &quot;protection&quot; money.
100306	[*Player*] confronted the crooked Sampson Idlefist, and proved to be the mightier of the two!
100320	Defeat Sampson Idlefist in battle!
100324	Return to Mayor Crystalline in Snowhill
100338	Confront Sampson Idlefist outside of Snowhill.
100347	Let Jeni Shortfuse in Snowhill know that she was released from ice troll duty.
100422	You need to get thirty iridium chunks from the robgoblins in Deep Mines, thirty dark essences from sinister hounds in the Vale of the Ancients and then gather 5,000 gold and take it to Smitty to get your new weapon. Good luck!
100484	Defeat Snognosh in the Howling Hills of Snowhill
100580	As a Warrior, defeat the Frostfang Snarlers wandering the mountains south-east of Snowhill.
100585	Find Steele in Snowhill to continue your weapons training.
100633	Defeat some thugawugs as a warrior, so that Aster can pass and deliver the weapons to Snowhill.
100780	Talk with the oldest folks in Snowhill.
100783	The keys to summoning Fastvi lie in Frostfang Caverns, near Snowhill. Equip your warrior gear and set out for adventure!
100814	Therin in Snowhill has the crystals you need to help repair Fastvi's weapon.
100867	As a warrior, collect the components necessary to re-enchant Fastvi Frostflutter's axe. 
100886	Show Drill Sergeant Dewey in Snowhill your best battle cry.
101112	Therin in the Singing Crystal Mines wants you to use the mining practice tools to his left. 
101117	Visit Trixi in the Singing Crystal Mines to find out if she has any mining gear for you.
101229	All right... I think you're ready for a crack at Sparks Blitzwing in Snowhill.<BR><BR>He's one of the best mechanics there is, so you can bet his kart will be at peak performance. Don't get overconfident!<BR><BR>Keep an eye out for me...I may come try and sneak into another race against you just to keep you on your toes!
101231	Travel to Snowhill to face off against their champion racers!
101237	<*Player*> has defeated Sparks Blitzwing in a race at Snowhill Raceway.
101244	Find miner tools inside of the Bat Caves in Snowhill.
101245	Trixi placed an order with Smitty, the Blacksmith, but needs the tools now. 
101300	Inspect the Deep Mine's right tunnel in Snowhill.
101303	Snowhill's top racer needs some real competition!
101315	Rescue Burlen from the Deep Mines in Snowhill.
101327	<*Player*> has defeated Amber Violet in a race at the Snowhill Raceway!
101385	Do what you can to help save the people kidnapped near Snowhill as a Ninja.
101494	Confront Tavil in the Deep Mines of Snowhill as a Ninja.
101521	Deliver Sakka's note to Michi in Snowhill.
101526	As a Ninja, help Annabelle in Snowhill with the problem she's having.
101537	As a Ninja, head into the Howling Hills near Snowhill and retrieve the stolen medicine.
101567	Sampson's Sweep
101573	Sampson's Pummel
101574	Pummel ability for Sampson Idlefist (deprecated)
102029	Go to Hot Springs Haven, in Snowhill and beat up Umari.
103003	Snowhill Treasure Key
103051	Deliver Smitty's package to General Glowlight in Sanctuary
103057	Find Rudolfo south of Snowhill and answer his ultimate footrace challenge!
103058	Click on the mailboxes near Loryn
103062	Escort Marcus through the Hot Springs Haven in Snowhill.
103092	Loryn wants you to deliver a package to Private Driple, but you can't read the address. You'll have to find him. 
103093	Go into Snowhill's Deep Mines and take dynamite away from robgoblins.
103102	Retrieve mineral water from the Hot Springs Haven in Snowhill.
103104	Go to the Snowhill hot springs and recite Willie's poem to Carrie.
103108	Get Carrie a present from the crate by Willie's house in Snowhill.
103111	Drop cleaning tablets into the yeti pools inside of Snowhill's Hot Spring Haven.
103113	Have you spoken with Michi yet? That sword might be hers...
103117	Deliver a Sizzling Snowberry Saute to Ryn, Mayor Crystalline, Loryn, and Frostpetal. 
103151	Head to the springs in Snowhill to fill up the bucket with water.
103286	hidden collection: Snowhill Treasure Key
103345	Snowhill Treasure Chest
103383	Sampson Idlefist thinks no one can defeat him! Knock some humility into him!
103385	Defeat Sampson Idlefist.
103386	You will need to defeat Sampson Idlefist to be victorious.
103449	Find Yaren's student in Snowhill.
103453	Ask the mayor of Snowhill about Yaren's student
103454	Maybe Mayor Crystalline in Snowhill knows who Yaren's student is.
103455	Yaren's student? That would be <font color='#D9781A'>Morgulg Whumperbump</font>.<BR><BR>You can usually find the two training over by the Crystal Barrier.
103476	Speak to Morgulg in Snowhill
103477	Mayor Crystalline says Morgulg can usually be found training with Yaren by the Crystal Barrier.
103480	<font size='12'>*mumble*... let's see... if <font color='#D9781A'>Yaren's student</font> over in <font color='#D9781A'>Snowhill</font> can make me more money... then how do I get him to trade? *mumble*</font>
103503	Return to Morgulg in Snowhill
103504	Let Morgulg in Snowhill know that Yaren has been successfully unfrozen!
103505	Talk to Yaren Sunstare in Snowhill
103513	I thought I told you to skedaddle? Go talk to <font color='#D9781A'>Morgulg</font> in <font color='#D9781A'>Snowhill</font> about what you need to do.
103845	As a wizard, find Morgulg's wand in Floren Forest
103846	Morgulg dropped his wand in Floren Forest, right next to Pixie Nursery.
103847	Return the wand to Morgulg in Snowhill
103849	Speak with Yaren Sunstare in Snowhill
103865	Hopefully Morgulg is near the <font color='#D9781A'>Snowhill warpstone</font>.
103930	Seek out Garrison Gold in Snowhill.
103931	Seek out Garrison Gold 
103932	Garrison Gold calls Snowhill his home.
103933	<font color='#D9781A'>Garrison Gold</font> in <font color='#D9781A'>Snowhill</font> won't be happy with the Crew reforming. He doesn't think that cards should be a game for the masses. I say he's a few cards short of a deck, if you know what I mean!<BR><BR>Make sure Garrison isn't posing a problem by <font color='#D9781A'>beating him in a match</font>.
103935	Bry wants you to head to Snowhill and play a match against that pigheaded Garrison Gold.
103938	You can find Garrison Gold in Snowhill in case you were wondering...
103942	Do whatever it takes to get a match with Garrison Gold.
103945	See if Perry will give you a pig at the farm just outside of Snowhill.
103949	Garrison Gold can be found in Snowhill
103958	Find Flynn's noise permit in Snowhill.
103961	Find the Mayor near the Town Hall to learn more about Snowhill. 
103971	Clara wants you to tell Flynn to turn down the volume of Bruce's performance, or she will complain to the mayor. 
104026	Rescue penguins from the Howling Hills in Snowhill.
104051	Speak to Garrison Gold
104053	Collect dressing room items in Snowhill.
104054	Gerold
104057	Save Lailu inside Frostfang Caverns in Snowhill.
104070	Find everyone in the Snowhill Secret Society.
104072	Throw hot water on the evil snowmen that are roaming Snowhill.
104078	Find stolen turnips in the Snowy Canyon, north of Snowhill.
104094	Get Carrie some flowers from the Pixie Nursery.
104135	Talk to Ranger Ricardo at the Ranger Station in Highroad Junction, near the road leading to Snowhill.
104145	I've heard that Harold's twin brother, <font color='#D9781A'>Gerold</font>, is also having trouble with some dangerous animals.<BR><BR>If you want to lend him a hand, take the north road toward <font color='#D9781A'>Snowhill</font> and I'm sure you'll run into him.
104147	Harold's twin brother Gerold is having some trouble with wolves south of Snowhill. Find him and see what you can do to help!
104151	The local Frostfang population has been growing bolder, and many can now be found amongst the fields south of Snowhill. This could become very dangerous if someone doesn't do something to stop them!
104153	We need to report this wolf problem to Snowhill.<BR><BR>Will you <font color='#D9781A'>talk to Tevin</font> about it? He's at the town hall, near the center of <font color='#D9781A'>Snowhill</font>, to the north.
104155	Gerold has asked you to deliver his report on the Growler situation to Assistant Mayor Tevin in Snowhill.
104162	Snowhill Showdown
104165	Perry can be found at the farmstead just outside of Snowhill.
104173	Card Duelist: Snowhill Showdown
104178	Talk to Sampson
104180	Master card duelist, Garrison Gold, isn't so slick; losing a game using his best deck against the up-and-coming card duelist, [*player*].
104184	Garrison says Shifty the Shuffler is in Wugachug, which is west of Snowhill.
115028	Unfreeze Keldon with water from the hot springs at Snowhill.
115350	Still looking for <font color='#D9781A'>Gerold</font>?<BR><BR>His camp should be <font color='#D9781A'>north of here</font>, along the road to Snowhill.
115354	Have you <font color='#D9781A'>delivered that report</font> to Tevin?<BR><BR>Please hurry, the people of Snowhill should be warned of the Frostfang threat! <font color='#D9781A'>Tevin</font> should be near the town hall at the center of <font color='#D9781A'>Snowhill</font>, to the north.
115482	As a brawler, find Gerold along the road leading north into Snowhill.
115484	As a brawler, knock out Frostfang Growlers to the east of Gerold.
115486	As a brawler, find Tevin near the town hall in Snowhill to the north.
115619	Talk to Gerold
115620	Find Gerold at his ramshackle camp, north along the road to Snowhill, and help him with his wolf problem.
115623	There are Frostfang Growlers threatening the farmers south of Snowhill! So far the wolves haven't hurt anyone, but that doesn't mean they won't. Knock a few of them out so that they won't be as likely to stay in the area.
115624	Return to Gerold
115625	Return to Gerold, south of Snowhill, and tell him of your success against the Frostfang Growlers!
115689	Snowhill Dropped Mail
115690	Find out who or what in Snowhill is responsible for the contamination.
115711	Talk to Tevin
115712	Gerold needs to keep on eye on the Growlers for a little while longer, but someone in Snowhill should see his report! Find Assistant Mayor Tevin in front of the town hall building at the center of Snowhill.
115864	Grab a sandwich from Lucca De'Flor for Leek Thistleore.
115871	Find Mr. Twinkle
115877	Find Snowi
115882	Administer medicine to the sick residents of Snowhill!
115990	Postman IWMG 6.2 description - Snowhill
116140	Visit the springs in Snowhill.
116230	[*player*] braved the dangers of the Floren Forest to help return Morgulg's lost wand.
116752	Rescue the trapped villagers from the Howling Hills and return to Fastvi Frostflutter outside of Frostfang Caverns when you are done.
116757	Yeti thieves are harassing the travelers of Snowhill! Find and defeat them!
116832	The Ice Trolls keep sending scouts to spy on the people of Snowhill! Find and beat up one of their scouts and show the Ice Trolls what happens when they mess with Snowhill!
117172	Defeat your foes at the Hot Springs Haven in Snowhill as a Ninja.
117253	Complete the Snowhill Shooshbooming course and try to get the fastest time!
117257	Tad Slopeslider
117259	Complete the Snowhill Shooshbooming course.
117737	Snowhill Pioneer
117923	Complete exploration collection:  Snowhill 
119057	Speak with Smitty in Snowhill to learn how to become a Blacksmith
119068	Speak with Therin at the Singing Crystal Mines in Snowhill to learn how to become a Miner
119075	Speak with Drill Sergeant Dewey in Snowhill to learn how to become a Warrior
119094	Find all Rare Exploration coins in Snowhill
119247	Paper Bag Candy Carrier
130231	One of our chugs fell asleep on the job and woke up covered in stamps. He had &quot;C U in Snowhill!&quot; written on his face!<BR><BR>We think this is a threat from the PCA. You must warn <font color='#D9781A'>Loryn</font> in <font color='#D9781A'>Snowhill</font>!
130233	Warn Loryn in Snowhill of a coming PCA attack!
130240	Talk to Loryn
130241	He is by the post office in Snowhill.
130261	Report to Loryn in Snowhill
130265	Help Loryn clean up the mail disaster in Snowhill.
130269	Help Loryn clean up the mail mess in Snowhill.
130283	Help Loryn get all the mail sorted and clean up this disaster.
130287	Sort the mail for Loryn in Snowhill.
130290	Complete the Snowhill Mail Sorting minigame
130292	Speak with Loryn
130294	The Snowhill route has become a dangerous place with the PCA on the loose. It's time to fight back, and we're going to fight dirty!<BR><BR>We're going to turn you into a <font color='#D9781A'>dog</font> to <font color='#D9781A'>chase away the PCA</font> while on your route!
130299	Bite those PCA postman and get the Snowhill mail through!
130603	Buy a Red Singing Crystal from Therin.
130604	Therin is always busy at the mines in Snowhill.
130731	Vaelen Warpwatcher
130743	PCA Tricksters are using explosive fireballs to blow up the mailboxes in Snowhill! Fortunately you've been given Wolf and Chihuahua Mail Morph powers to strike back at them. Use Chihuahua form for speed. Transform into the wolf and then click on the Tricksters to terrorize them!
130790	Are you interested in learning more about being a brawler? Then you should go find my old partner, <font color='#D9781A'>Petra</font>, out in <font color='#D9781A'>Blackspore</font>.<BR><BR>Blackspore is pretty far away, but there's a druid in town that can help with that. Find <font color='#D9781A'>Vaelen Warpwatcher</font> and see if he can teleport you there.
130792	Gerold spoke highly of your skills as a brawler in his report, and Tevin has suggested you continue improving those skills. His old partner, Petra, can help you with that. Find her in the swamps of Blackspore.
130793	Tevin? Wow, I haven't heard from him in years!<BR><BR>Sure, I can teach you more about being a brawler, but first I need to know you can handle yourself in a fight.
130796	Talk to Vaelen Warpwatcher
130797	Find Vaelen near the Snowhill warpstone, south of Tevin. With the help of a fellow researcher, he's managed to develop a spell that can teleport anyone to any warpstone in the world!
130799	Petra is a veteran brawler from Tevin's past. When he went into politics, she went to Blackspore. Her time in the swamp has turned her into a fierce combatant, and there's probably a lot she can teach you about brawling!
130827	Please purchase a red singing crystal and a blue singing crystal from Therin in Snowhill and then return to me.
130844	Talk to Smitty in Snowhill.
130865	Buy a polished handle from Smitty
132280	This item can be added to the Rare Snowhill Flowers Collection
132302	This item can be added to the Snowhill Leaves Collection
132307	This item can be added to the Snowhill Pixie Doll Collection
132313	This item can be added to the Snowhill Human Doll Collection
132324	This item can be added to the Snowhill Queen Doll Collection
132377	This item can be added to the Snowhill Water Samples Collection
132401	This item can be added to the Snowhill Liquid Concoction Collection
132407	This item can be added to the Snowhill Mixture Collection
132491	This item can be added to the Snowhill Tulips Collection
132492	This item can be added to the Snowhill Roses Collection
132493	This item can be added to the Snowhill Daisies Collection
132494	This item can be added to the Snowhill Sunflowers Collection
132495	This item can be added to the Snowhill Daffodils Collection
132496	This item can be added to the Snowhill Lilies Collection
132497	This item can be added to the Snowhill Orchids Collection
132498	This item can be added to the Snowhill Carnations Collection
132500	This item can be added to the Exotic Snowhill Flowers Collection
132505	This item can be added to the Snowhill Protector Collection
134531	Cinnamon Saw
139270	You have some talent, [*player*]! You might even have what it takes to impress the royal chef, <font color='#D9781A'>Bordon Cloo</font>!<BR><BR>He's in <font color='#D9781A'>Sanctuary</font>, which is pretty far away, but there's a druid in town that can help with that. Find <font color='#D9781A'>Vaelen Warpwatcher</font> and see if he can teleport you there.
139272	Deliver Bumbleberry, Gummyfruit, and Spiralmint to Bordon Cloo, the famous royal chef of Sanctuary! Vaelen Warpwatcher can help you get there quickly!
139285	Find Vaelen near the Snowhill warpstone, northeast of Perry. With the help of a fellow researcher, he's managed to develop a spell that can teleport anyone to any warpstone in the world!
139451	Linnie
139473	Head to the Hot Springs Haven, up in Snowhill, and defeat its inhabitants.
139501	What are you still doing here?  Head up to Snowhill and help save the kidnapped captives!  Frostpetal may know more.
139516	Head to the Deep Mines in Snowhill and confront Tavil!
139582	Please deliver my note to Michi.  She's up in Snowhill.
139588	I'm hoping you can help Annabelle with her problem. I feel partially responsible for her husband's behavior.
139612	Have you spoken to Silversnow, Milo, and Steele yet? You better get a hurry on. 
139651	Have ya spoken to Trixi yet?
139749	Talk to Therin at Snowhill to become a miner.
139754	Find Therin at the Singing Crystal mines in Snowhill.
139813	Deliver Sandi's letter to her sister Snowi in Snowhill.
139840	Perry's Pastures is located just south of Snowhill, far to the north of here.<BR><BR>You can harvest Snowberry and Starnut at Perry's Pastures.<BR><BR>Spiralmint and Stainberry can be found easily in Snowhill. Gummyfruit and Rainleaf can be found by doing a good job harvesting.
140007	Wild Fang has left Frostfang Caverns and is harrassing the people of Snowhill.  Drive him back to his home!
140018	Snowhill Villager
140263	Have Lucca De'Flor review your meals. He can be found at his restaurant in Snowhill.
140711	Return to Willie
140719	Flowers from my secret admirer? How sweet! What is his name?<BR><BR>Willie? Maybe I will give him a chance. He will need to make sure not to write any more poetry though.
140740	Sorry, no time for chit chat! The Hot Springs is a mess, and don't get me started on the post office!<BR><BR><font color='#D9781A'>Talk</font> to <font color='#D9781A'>Tevin</font> if you're looking for work. We can use the help! 
140767	I guess I don't really need help from Mayor Crystalline anymore.<BR><BR>Would you mind <font color='#D9781A'>thanking Tevin</font> for me?
140768	Big J Says Thanks
140769	All is well with Big J at the bait shop. Return to Tevin and let him know.
140770	It's so nice to formally meet you, [*player*].<BR><BR>Tevin and I sure do appreciate the help.
140776	Let Tevin in Snowhill know that Big J says thanks.
140777	Great job over there with Big J!<BR><BR>The <font color='#D9781A'>mayor</font> is impressed with your work and would like to <font color='#D9781A'>talk</font> to you.
140780	Return to Tevin
140782	Speak with the mayor of Snowhill
140785	Tell Tevin that the mayor can send help whenever she wants.
140812	Return to Tad Slopeslider
